airline_name,country,country_code,active
Aerovis Airlines,Ukraine,UKR,N
Azov Avia Airlines,Ukraine,UKR,N
Antanik-Air,Ukraine,UKR,N
Air Urga,Ukraine,UKR,N
Aircompany Rosavia,Ukraine,UKR,N
ARP 410 Airlines,Ukraine,UKR,N
Aviaexpress Aircompany,Ukraine,UKR,N
Air Columbus,Ukraine,UKR,N
Aircompany Chaika,Ukraine,UKR,N
ATS Private Company,Ukraine,UKR,N
Air Kirovograd,Ukraine,UKR,N
Aeronavigaciya,Ukraine,UKR,N
Air Anastasia,Ukraine,UKR,N
Aerostar Airlines,Ukraine,UKR,N
Aero-Charter Ukraine,Ukraine,UKR,N
Air Ukraine,Ukraine,UKR,N
Business Aviation Center,Ukraine,UKR,N
Bukovyna,Ukraine,UKR,N
Breeze Ltd,Ukraine,UKR,N
Baltyka,Ukraine,UKR,N
BT-Slavuta,Ukraine,UKR,N
CABI,Ukraine,UKR,N
AC Challenge Aero,Ukraine,UKR,N
Concordavia,Ukraine,UKR,N
Constanta Airline,Ukraine,UKR,N
Crimea Universal Avia,Ukraine,UKR,N
DESNA,Ukraine,UKR,N
Delta Express International,Ukraine,UKR,N
Dniproavia,Ukraine,UKR,Y
DonbassAero,Ukraine,UKR,Y
Galaircervis,Ukraine,UKR,N
Gorlitsa Airlines,Ukraine,UKR,N
ICAR Airlines,Ukraine,UKR,N
ISD Avia,Ukraine,UKR,N
Ilyich-Avia,Ukraine,UKR,N
Interaviatrans,Ukraine,UKR,N
Kharkov Aircraft Manufacturing Company,Ukraine,UKR,N
Khoriv-Avia,Ukraine,UKR,N
Khors Aircompany,Ukraine,UKR,N
Kiev Aviation Plant,Ukraine,UKR,N
Kremenchuk Flight College,Ukraine,UKR,N
Krimaviamontag,Ukraine,UKR,N
Kroonk Air Agency,Ukraine,UKR,N
Krym,Ukraine,UKR,N
Luhansk,Ukraine,UKR,N
Lviv Airlines,Ukraine,UKR,N
Mars RK,Ukraine,UKR,N
Meridian,Ukraine,UKR,N
Meridian Limited,Ukraine,UKR,N
Motor Sich,Ukraine,UKR,Y
Nikolaev-Air,Ukraine,UKR,N
Odessa Airlines,Ukraine,UKR,N
Podilia-Avia,Ukraine,UKR,N
Rivne Universal Avia,Ukraine,UKR,N
Status-Alpha Airline,Ukraine,UKR,N
Sevastopol-Avia,Ukraine,UKR,N
Shovkoviy Shlyah,Ukraine,UKR,N
Sincom-Avia,Ukraine,UKR,N
South Airlines,Ukraine,UKR,N
Skif-Air,Ukraine,UKR,N
State Flight Academy of Ukraine,Ukraine,UKR,N
Tavrey Airlines,Ukraine,UKR,N
Trans-Kiev,Ukraine,UKR,N
Universal Avia,Ukraine,UKR,N
Ukraine Transavia,Ukraine,UKR,N
Ues-Avia Aircompany,Ukraine,UKR,N
Ukrainian Helicopters,Ukraine,UKR,N
Ukraine Air Alliance,Ukraine,UKR,N
UM Airlines,Ukraine,UKR,Y
Ukraine Air Enterprise,Ukraine,UKR,N
Ukrainian Cargo Airways,Ukraine,UKR,N
Ukrainian Pilot School,Ukraine,UKR,N
Ukrainian State Air Traffic Service Enterprise,Ukraine,UKR,N
Ukraine International Airlines,Ukraine,UKR,Y
V-avia Airline,Ukraine,UKR,N
Vega Air Company,Ukraine,UKR,N
Veteran Air,Ukraine,UKR,N
Volare Airlines,Ukraine,UKR,N
Yuzhmashavia,Ukraine,UKR,Y
Wind Rose Aviation,Ukraine,UKR,Y
Lugansk Airlines,Ukraine,UKR,Y
Wizz Air Ukraine,Ukraine,UKR,Y
AirOnix,Ukraine,UKR,Y
Ukraine Atlantic,Ukraine,UKR,Y
Kharkiv Airlines,Ukraine,UKR,Y
AtlasGlobal Ukraine,Ukraine,UKR,Y
Air Atlantic Uruguay,Uruguay,URY,N
Ameravia,Uruguay,URY,N
Aerogaucho,Uruguay,URY,N
Aeromas,Uruguay,URY,N
Air Class Lineas Aereas,Uruguay,URY,N
Empresa Aviacion Interamericana,Uruguay,URY,N
Euroamerican Air,Uruguay,URY,N
PLUNA,Uruguay,URY,Y
Transcontinental Sur,Uruguay,URY,N
Travelair,Uruguay,URY,N
Buquebus Lí_neas Aí©reas,Uruguay,URY,Y
BQB Lineas Aereas,Uruguay,URY,Y
Regionalia Uruguay,Uruguay,URY,Y
Via Conectia Airlines,Uruguay,URY,Y
135 Airways,United States,USA,N
3D Aviation,United States,USA,N
40-Mile Air,United States,USA,Y
Aloha Airlines,United States,USA,Y
Alaska Island Air,United States,USA,N
American Airlines,United States,USA,Y
Aviation Management Corporation,United States,USA,N
Atlantis Airlines (USA),United States,USA,N
Astro Air International,United States,USA,N
Allegiant Air,United States,USA,Y
Airborne Express,United States,USA,N
ABX Air,United States,USA,N
Academy Airlines,United States,USA,N
Air Aurora,United States,USA,N
Advance Leasing Company,United States,USA,N
Aztec Worldwide Airlines,United States,USA,N
Aerodyne,United States,USA,N
Anderson Aviation,United States,USA,N
Alaska Central Express,United States,USA,Y
Airway Express,United States,USA,N
Aerial Transit Company,United States,USA,N
Air Guam,United States,USA,N
Air Cargo America,United States,USA,N
Air Cargo Carriers,United States,USA,Y
Atlantic Gulf Airlines,United States,USA,N
Atlantic Coast Airlines,United States,USA,N
Aero Flight Service,United States,USA,N
Aspen Helicopters,United States,USA,N
Alpine Air Express,United States,USA,N
Airlift International,United States,USA,Y
Air Illinois,United States,USA,N
Ameristar Jet Charter,United States,USA,N
A2 Jet Leasing,United States,USA,N
Amerijet International,United States,USA,N
Alpha Jet International,United States,USA,N
American Flyers,United States,USA,N
Aero Coach Aviation,United States,USA,N
Atlantic Southeast Airlines,United States,USA,N
Air Logistics,United States,USA,N
Air Lincoln,United States,USA,N
America West Airlines,United States,USA,Y
Air Wisconsin,United States,USA,Y
Arizona Express Airlines,United States,USA,N
Allegheny Commuter Airlines,United States,USA,Y
Alyeska Air Service,United States,USA,N
Air Sunshine,United States,USA,Y
Ameriflight,United States,USA,N
Air Specialties Corporation,United States,USA,N
ATA Airlines,United States,USA,Y
Air Midwest,United States,USA,N
Air Nevada,United States,USA,N
Air Vegas,United States,USA,N
Atlantic Airlines,United States,USA,N
ACM Aviation,United States,USA,N
Aspen Aviation,United States,USA,N
Arrow Air,United States,USA,Y
Apex Air Cargo,United States,USA,N
Aluminum Company Of America,United States,USA,N
Aerodyne Charter Company,United States,USA,N
Air Routing International Corp.,United States,USA,N
Arrowhead Airways,United States,USA,N
Argosy Airways,United States,USA,N
Air Resorts,United States,USA,N
Atlantic Southeast Airlines,United States,USA,Y
Air Transport Association,United States,USA,N
Air Charter World,United States,USA,N
Air Travel Corp.,United States,USA,N
Air Transport International,United States,USA,N
Atlas Airlines,United States,USA,N
Austin Express,United States,USA,N
Airvantage Incorporated,United States,USA,N
Action Airlines (Action Air Charter),United States,USA,N
Altus Airlines,United States,USA,N
Arizona Pacific Airways,United States,USA,N
Air Continental Inc,United States,USA,N
Air Newark,United States,USA,N
Angel Flight America,United States,USA,N
Advance Aviation Services,United States,USA,N
Air Spirit,United States,USA,N
Aroostook Aviation,United States,USA,N
American Eagle Airlines,United States,USA,Y
Aero Air,United States,USA,N
Aero Industries Inc,United States,USA,N
Aeronautical Radio Inc,United States,USA,N
Air-Rep,United States,USA,N
Air Net Private Charter,United States,USA,N
Aircraft Performance Group,United States,USA,N
Air-Lift Associates,United States,USA,N
Aviation Partners,United States,USA,N
Aviation North,United States,USA,N
AMR Services Corporation,United States,USA,N
Airline Operations Services,United States,USA,N
AT and T Aviation Division,United States,USA,N
Averitt Air Charter,United States,USA,N
American Flight Service Systems,United States,USA,N
Air Charter Professionals,United States,USA,N
Arctic Circle Air Service,United States,USA,N
Aviation Charter Services,United States,USA,N
Air Care Alliance,United States,USA,N
Aquila Air,United States,USA,N
Aero Charter and Transport,United States,USA,N
Air Transport,United States,USA,N
Access Air,United States,USA,Y
Air Alpha,United States,USA,N
Astar Air Cargo,United States,USA,N
Aerodynamics Incorporated,United States,USA,N
Aex Air,United States,USA,N
Aero Dynamics,United States,USA,N
Epps Air Service,United States,USA,N
Air Exchange,United States,USA,N
Aviation Data Systems,United States,USA,N
Air Carriers,United States,USA,N
Air Florida,United States,USA,Y
Ford Motor Company,United States,USA,N
Aero Charter,United States,USA,N
Airlift Alaska,United States,USA,N
Atlas Air,United States,USA,Y
Air Tahoma,United States,USA,N
Avfinity,United States,USA,N
Aerosmith Aviation,United States,USA,N
Air South,United States,USA,N
Av Atlantic,United States,USA,N
American Aviation,United States,USA,N
Air Solutions,United States,USA,N
Atlantic Aero and Mid-Atlantic Freight,United States,USA,N
Asia Pacific Airlines,United States,USA,N
AMP Incorporated,United States,USA,N
Atlantic Richfield Company,United States,USA,N
Air Cargo Express International,United States,USA,N
Atlantic Coast Jet,United States,USA,N
Aero Taxi Aviation,United States,USA,N
Air Center Helicopters,United States,USA,N
Air Mobility Command,United States,USA,N
Air Cargo Masters,United States,USA,N
Anoka Air Charter,United States,USA,N
American Jet International,United States,USA,N
Air San Juan,United States,USA,N
Aeropac,United States,USA,N
Air St. Thomas,United States,USA,N
Air Cargo Express,United States,USA,N
Air Today,United States,USA,N
Airmark Aviation,United States,USA,N
AirTran Airways,United States,USA,Y
Avcenter,United States,USA,N
Air LA,United States,USA,N
Air Castle Corporation / Global Airways,United States,USA,N
Baker Aviation,United States,USA,N
Blackhawk Airways,United States,USA,N
Bar Harbor Airlines,United States,USA,N
Basler Flight Service,United States,USA,N
Bighorn Airways,United States,USA,N
Big Island Air,United States,USA,N
Boise Interagency Fire Center,United States,USA,N
Bird Leasing,United States,USA,N
Business Jet Solutions,United States,USA,N
Bankair,United States,USA,N
Barken International,United States,USA,N
Blue Horizon Travel Club,United States,USA,N
Baltic Aviation,United States,USA,N
Bemidji Airlines,United States,USA,Y
Bowman Aviation,United States,USA,N
Bancstar - Valley National Corporation,United States,USA,N
Boeing,United States,USA,N
Bering Air,United States,USA,Y
Branson Airlines,United States,USA,N
Braniff International Airways,United States,USA,N
Buffalo Express Airlines,United States,USA,N
Big Sky Airlines,United States,USA,N
Baltia Air Lines,United States,USA,N
Business Express,United States,USA,N
Buffalo Airways,United States,USA,N
Baron Aviation Services,United States,USA,N
Redding Aero Enterprises,United States,USA,N
Berry Aviation,United States,USA,N
Baltimore Air Transport,United States,USA,N
Boston-Maine Airways,United States,USA,N
Baltimore Airways,United States,USA,N
Bombardier Business Jet Solutions,United States,USA,N
Butte Aviation,United States,USA,N
Business Airfreight,United States,USA,N
Biz Jet Charter,United States,USA,N
Baseops International,United States,USA,N
C and M Aviation,United States,USA,N
C&M Airways,United States,USA,N
CKC Services,United States,USA,N
CSA Air,United States,USA,N
Cal-West Aviation,United States,USA,N
California Air Shuttle,United States,USA,N
Camai Air,United States,USA,N
Cape Air,United States,USA,Y
Cape Central Airways,United States,USA,N
Cape Smythe Air,United States,USA,N
Capital Air Service,United States,USA,N
Capital Cargo International Airlines,United States,USA,N
Capital City Air Carriers,United States,USA,N
Capitol Air Express,United States,USA,N
Capitol Wings Airline,United States,USA,N
Cardinal/Air Virginia,United States,USA,N
Cargo 360,United States,USA,N
Caribbean Express,United States,USA,N
Carroll Air Service,United States,USA,N
Casement Aviation,United States,USA,N
Casino Airline,United States,USA,N
Casper Air Service,United States,USA,N
Castle Aviation,United States,USA,N
Catalina Flying Boats,United States,USA,N
Centennial Airlines,United States,USA,N
Central Airlines,United States,USA,N
Central Aviation,United States,USA,N
Central Flying Service,United States,USA,N
Central Skyport,United States,USA,N
Centre Airlines,United States,USA,N
Centurion Air Cargo,United States,USA,N
Certified Air Dispatch,United States,USA,N
Chalk's Ocean Airways,United States,USA,N
Challenge International Airlines,United States,USA,N
Champion Air,United States,USA,N
Channel Island Aviation,United States,USA,N
Chantilly Air,United States,USA,N
Chaparral Airlines,United States,USA,N
Charlie Hammonds Flying Service,United States,USA,N
Charlotte Air National Guard,United States,USA,N
Chautauqua Airlines,United States,USA,Y
Cherokee Express,United States,USA,N
Cherry Air,United States,USA,N
Chesapeake Air Service,United States,USA,N
Chevron U.S.A,United States,USA,N
Cheyenne Airways,United States,USA,N
Chicago Air,United States,USA,N
Chicago Express,United States,USA,N
Chipola Aviation,United States,USA,N
Chippewa Air Commuter,United States,USA,N
Christman Air System,United States,USA,N
Chrome Air Services,United States,USA,N
Church Aircraft,United States,USA,N
Cirrus Air,United States,USA,N
Citationshares,United States,USA,N
Citibank,United States,USA,N
City of Bangor,United States,USA,N
Citylink Airlines,United States,USA,N
Civil Air Patrol South Carolina Wing,United States,USA,N
Clark Aviation,United States,USA,N
Clay Lacy Aviation,United States,USA,N
Coastal Air,United States,USA,Y
Coastal Air Transport,United States,USA,N
Coastal Airways,United States,USA,N
Cohlmia Aviation,United States,USA,N
Colemill Enterprises,United States,USA,N
Colgan Air,United States,USA,Y
Colt International,United States,USA,N
Columbia Helicopters,United States,USA,N
Columbus Air Transport,United States,USA,N
Colvin Aviation,United States,USA,N
Comair,United States,USA,Y
Commonwealth Jet Service,United States,USA,N
CommutAir,United States,USA,Y
Compass Airlines,United States,USA,Y
Compuflight Operations Service,United States,USA,N
Compuserve Incorporated,United States,USA,N
Condor Aero Services,United States,USA,N
Congressional Air,United States,USA,N
Conquest Airlines,United States,USA,N
Conroe Aviation Services,United States,USA,N
Contel ASC,United States,USA,N
Continental Airlines,United States,USA,Y
Continental Express,United States,USA,Y
Continental Micronesia,United States,USA,Y
Continental Oil,United States,USA,N
Cook Inlet Aviation,United States,USA,N
Copper State Air Service,United States,USA,N
Corporate Air,United States,USA,N
Corporate Air,United States,USA,N
Corporate Aircraft Company,United States,USA,N
Corporate Aviation Services,United States,USA,N
Corporate Flight International,United States,USA,N
Corporate Flight Management,United States,USA,N
Corporate Jets,United States,USA,N
Courier Services,United States,USA,N
Crow Executive Air,United States,USA,N
Crown Air Systems,United States,USA,N
Crown Airways,United States,USA,Y
Cryderman Air Service,United States,USA,N
Crystal Shamrock,United States,USA,N
Cumberland Airways (Nicholson Air Service),United States,USA,N
Custom Air Transport,United States,USA,N
D & D Aviation,United States,USA,N
D&K Aviation,United States,USA,N
DSWA,United States,USA,N
Daimler-Chrysler,United States,USA,N
Dallas Express Airlines,United States,USA,N
Danbury Airways,United States,USA,N
Dash Air Charter,United States,USA,N
Dassault Falcon Jet Corporation,United States,USA,N
Date Transformation Corp,United States,USA,N
Dawn Air,United States,USA,N
DayJet,United States,USA,N
Decatur Aviation,United States,USA,N
Deere and Company,United States,USA,N
Delaware Skyways,United States,USA,N
Delta Air Elite,United States,USA,N
Delta Air Lines,United States,USA,Y
Delta State University,United States,USA,N
Denver Express,United States,USA,N
Denver Jet,United States,USA,N
Diamond Aviation,United States,USA,N
Digital Equipment Corporation,United States,USA,N
Direct Air,United States,USA,N
Direct Air trading as Midway Connection,United States,USA,N
Discover Air,United States,USA,N
Discovery Airways,United States,USA,N
Dispatch Services,United States,USA,N
Dixie Airways,United States,USA,N
Dolphin Express Airlines,United States,USA,N
Drummond Island Air,United States,USA,N
Duncan Aviation,United States,USA,N
Dwyer Aircraft Services,United States,USA,N
Dynair Services,United States,USA,N
E H Darby Aviation,United States,USA,N
Eagle Aero,United States,USA,N
Eagle Jet Charter,United States,USA,N
Eaglemed (Ballard Aviation),United States,USA,N
East Coast Jets,United States,USA,N
East Hampton Aire,United States,USA,N
East Kansas City Aviation,United States,USA,N
Eastern Carolina Aviation,United States,USA,N
Eastern Metro Express,United States,USA,N
Eastwind Airlines,United States,USA,N
Eckles Aircraft,United States,USA,N
Eclipse Aviation,United States,USA,N
Edgartown Air,United States,USA,N
Edwards Jet Center of Montana,United States,USA,N
Elan Express,United States,USA,N
Elliott Aviation,United States,USA,N
Embassy Freight Company,United States,USA,N
Embry-Riddle Aeronautical University,United States,USA,N
Emery Worldwide Airlines,United States,USA,N
Empire Air Service,United States,USA,N
Empire Airlines,United States,USA,N
Entergy Services,United States,USA,N
Eos Airlines,United States,USA,N
Era Helicopters,United States,USA,N
Erie Airways,United States,USA,N
Evergreen International Airlines,United States,USA,Y
Everts Air Alaska/Everts Air Cargo,United States,USA,N
Executive Air Charter,United States,USA,N
Executive Air Fleet,United States,USA,N
Executive Airlines,United States,USA,N
Executive Flight,United States,USA,N
Executive Jet Management,United States,USA,N
Express Air,United States,USA,N
Express Line Aircompany,United States,USA,N
Express Net Airlines,United States,USA,N
Express One International,United States,USA,Y
ExpressJet,United States,USA,Y
NetJets,United States,USA,N
F.S. Air Service,United States,USA,N
FINFO Flight Inspection Aircraft,United States,USA,N
FLTPLAN,United States,USA,N
Fairways Corporation,United States,USA,N
Falcon Air Express,United States,USA,N
Falwell Aviation,United States,USA,N
Farmingdale State University,United States,USA,N
Farwest Airlines,United States,USA,N
Fayetteville Flying Service and Scheduled Skyways System,United States,USA,N
Federal Armored Service,United States,USA,N
Federal Aviation Administration,United States,USA,N
Federal Express,United States,USA,N
Financial Airxpress,United States,USA,N
Fine Airlines,United States,USA,N
First Flying Squadron,United States,USA,N
Flagship Express Services,United States,USA,N
Flamenco Airways,United States,USA,N
Flamingo Air,United States,USA,N
Flight Alaska,United States,USA,N
Flight Express,United States,USA,N
Flight International,United States,USA,N
Flight Line,United States,USA,N
Flight Ops International,United States,USA,N
Flight Options,United States,USA,N
Flight Trac,United States,USA,N
Flightcraft,United States,USA,N
Flightstar Corporation,United States,USA,N
Flightworks,United States,USA,N
Flint Aviation Services,United States,USA,N
Florida Air,United States,USA,N
Florida Coastal Airlines,United States,USA,N
Florida Department of Agriculture,United States,USA,N
Florida Jet Service,United States,USA,N
Florida West International Airways,United States,USA,Y
Focus Air,United States,USA,N
Forward Air International Airlines,United States,USA,N
Foster Aviation,United States,USA,N
Four Star Aviation / Four Star Cargo,United States,USA,N
Four Winds Aviation,United States,USA,N
Freedom Air,United States,USA,Y
Freedom Airlines,United States,USA,Y
Freight Runners Express,United States,USA,N
Friendship Air Alaska,United States,USA,N
Frontier Airlines,United States,USA,Y
Frontier Commuter,United States,USA,N
Frontier Flying Service,United States,USA,Y
Full Express,United States,USA,N
GAK/Mitchell Aero,United States,USA,N
GB Airlink,United States,USA,N
GCS Air Service,United States,USA,N
GP Express Airlines,United States,USA,N
GTA Air,United States,USA,N
Gail Force Express,United States,USA,N
Galena Air Service,United States,USA,N
Galileo International,United States,USA,N
Garden State Airlines,United States,USA,N
Gemini Air Cargo,United States,USA,N
General Aviation Flying Services,United States,USA,N
General Motors,United States,USA,N
Gibson Aviation,United States,USA,N
Global Air Charter,United States,USA,N
Global Jet Corporation,United States,USA,N
Global Sky Aircharter,United States,USA,N
Global System,United States,USA,N
Global Weather Dynamics,United States,USA,N
GoJet Airlines,United States,USA,Y
Golden Airlines,United States,USA,N
Golden Pacific Airlines,United States,USA,N
Grand Aire Express,United States,USA,N
Grand Airways,United States,USA,N
Grand Canyon Airlines,United States,USA,N
Grant Aviation,United States,USA,N
Great American Airways,United States,USA,N
Great Lakes Airlines,United States,USA,Y
Great Plains Airlines,United States,USA,N
Great Western Air,United States,USA,N
Gulf & Caribbean Cargo / Contract Air Cargo,United States,USA,N
Gulf Air Inc,United States,USA,N
Gulf Central Airlines,United States,USA,N
Gulf Flite Center,United States,USA,N
Gulfstream Aerospace,United States,USA,N
Gulfstream Airlines,United States,USA,N
Gulfstream International Airlines,United States,USA,Y
Gull Air,United States,USA,N
Hadison Aviation,United States,USA,N
Hageland Aviation Services,United States,USA,Y
Hand D Aviation,United States,USA,N
Harbor Airlines,United States,USA,N
Hawaiian Airlines,United States,USA,Y
Hawaiian Pacific Airlines,United States,USA,N
Hawkaire,United States,USA,N
Helitrans Air Service,United States,USA,N
Heritiage Flight (Valley Air Services),United States,USA,N
Herman's Markair Express,United States,USA,N
Hogan Air,United States,USA,N
Holiday Airlines,United States,USA,N
Hop-A-Jet,United States,USA,N
Horizon Air,United States,USA,Y
Horizon Air Service,United States,USA,N
Horizons Unlimited,United States,USA,N
Houston Helicopters,United States,USA,N
Hub Airlines,United States,USA,N
Huessler Air Service,United States,USA,N
Hughes Aircraft Company,United States,USA,N
Hummingbird Helicopter Service,United States,USA,N
IBC Airways,United States,USA,N
IFL Group,United States,USA,N
ITA Software,United States,USA,N
Iliamna Air Taxi,United States,USA,N
Imperial Airways,United States,USA,N
Independence Air,United States,USA,N
Indigo,United States,USA,Y
Inter-Air,United States,USA,N
Inter-Island Air,United States,USA,N
Inter-Mountain Airways,United States,USA,N
Inter-State Aviation,United States,USA,N
International Air Corporation,United States,USA,N
International Air Service,United States,USA,N
International Business Aircraft,United States,USA,N
International Charter Xpress,United States,USA,N
International Flight Training Academy,United States,USA,N
International Jet Aviation Services,United States,USA,N
International Jet Charter,United States,USA,N
Interport Corporation,United States,USA,N
Iowa Airways,United States,USA,N
Island Air Charters,United States,USA,N
Island Air Express,United States,USA,N
Island Airlines,United States,USA,Y
Island Express,United States,USA,N
Island Helicopters,United States,USA,N
Isle Grande Flying School,United States,USA,N
J P Hunt Air Carriers,United States,USA,N
JM Family Aviation,United States,USA,N
Janair,United States,USA,N
Jenney Beechcraft,United States,USA,N
Jeppesen Data Plan,United States,USA,N
Jet Airways,United States,USA,Y
Jet Aspen Air Lines,United States,USA,N
Jet Aviation Business Jets,United States,USA,N
Jet Charter,United States,USA,N
Jet Courier Service,United States,USA,N
Jet East International,United States,USA,N
Jet Freighters,United States,USA,N
Jet Link Aviation,United States,USA,N
JetBlue Airways,United States,USA,Y
Jetcorp,United States,USA,N
Jettrain Corporation,United States,USA,N
Jetways of Iowa,United States,USA,N
Jim Hankins Air Service,United States,USA,N
Jim Ratliff Air Service,United States,USA,N
Johnson Air,United States,USA,N
Johnston Airways,United States,USA,N
Justice Prisoner and Alien Transportation System,United States,USA,N
Kaiser Air,United States,USA,N
Kalitta Air,United States,USA,N
Kalitta Charters,United States,USA,N
Kansas State University,United States,USA,N
Kavouras Inc,United States,USA,N
Kenmore Air,United States,USA,Y
Key Airlines,United States,USA,N
Key Lime Air,United States,USA,N
Keystone Aerial Surveys,United States,USA,N
Kingfisher Air Services,United States,USA,N
Kitty Hawk Aircargo,United States,USA,N
Kitty Hawk Airways,United States,USA,N
Kiwi International Air Lines,United States,USA,N
Knighthawk Express,United States,USA,N
L A Helicopter,United States,USA,N
L J Aviation,United States,USA,N
L'Express,United States,USA,N
L-3 Communications Flight Internation Aviation,United States,USA,N
L.A.B. Flying Service,United States,USA,N
LTV Jet Fleet Corporation,United States,USA,N
Labcorp,United States,USA,N
Lake Havasu Air Service,United States,USA,N
Lakeland Aviation,United States,USA,N
Laker Airways,United States,USA,N
Laker Airways (Bahamas),United States,USA,N
Laredo Air,United States,USA,N
Laughlin Express,United States,USA,N
Lawrence Aviation,United States,USA,N
Lease-a-Plane International,United States,USA,N
Lebanon Airport Development Corporation,United States,USA,N
Leconte Airlines,United States,USA,N
Legend Airlines,United States,USA,N
Leisure Air,United States,USA,N
Lentini Aviation,United States,USA,N
Lincoln Air National Guard,United States,USA,N
Lindsay Aviation,United States,USA,N
Lockheed Air Terminal,United States,USA,N
Lockeed Aircraft Corporation,United States,USA,N
Lockheed DUATS,United States,USA,N
Lockheed Martin Aeronautics,United States,USA,N
Lockheed Martin Aeronautics Company,United States,USA,N
Lone Star Airlines,United States,USA,N
Long Island Airlines,United States,USA,N
Lynch Flying Service,United States,USA,N
Lynden Air Cargo,United States,USA,N
Lynx Air International,United States,USA,N
M & N Aviation,United States,USA,N
Mac Dan Aviation Corporation,United States,USA,N
Mahalo Air,United States,USA,N
Maine Aviation,United States,USA,N
Majestic Airlines,United States,USA,N
Mall Airways,United States,USA,N
Mannion Air Charter,United States,USA,N
Markair,United States,USA,N
Martin Aviation Services,United States,USA,N
Martinaire,United States,USA,N
Maryland State Police,United States,USA,N
Massachusetts Institute of Technology,United States,USA,N
Master Planner,United States,USA,N
Maverick Airways,United States,USA,N
Maxjet Airways,United States,USA,N
May Air Xpress,United States,USA,N
McCall Aviation,United States,USA,N
McDonnell Douglas,United States,USA,N
McNeely Charter Services,United States,USA,N
Med-Trans of Florida,United States,USA,N
Medjet International,United States,USA,N
Mercury Aircourier Service,United States,USA,N
Meridian Air Cargo,United States,USA,N
Merlin Airways,United States,USA,N
Mesa Airlines,United States,USA,Y
Mesaba Airlines,United States,USA,Y
Methow Aviation,United States,USA,N
Metro Express,United States,USA,N
Metroflight,United States,USA,N
Miami Air Charter,United States,USA,N
Miami Air International,United States,USA,N
Miami Valley Aviation,United States,USA,N
Mid-Pacific Airlines,United States,USA,N
Midamerica Jet,United States,USA,N
Midline Air Freight,United States,USA,N
Midstate Airlines,United States,USA,N
Midway Airlines,United States,USA,Y
Midway Express,United States,USA,N
Midwest Air Freighters,United States,USA,N
Midwest Airlines,United States,USA,Y
Midwest Aviation,United States,USA,N
Midwest Aviation Division,United States,USA,N
Miller Flying Services,United States,USA,N
Million Air,United States,USA,N
Minebea Technologies,United States,USA,N
Mississippi State University,United States,USA,N
Mississippi Valley Airways,United States,USA,N
Monarch Airlines,United States,USA,N
Mooney Aircraft Corporation,United States,USA,N
Morris Air Service,United States,USA,N
Morrison Flying Service,United States,USA,N
Mountain Air Cargo,United States,USA,N
Mountain Air Express,United States,USA,N
Mountain Air Service,United States,USA,N
Mountain Bird,United States,USA,N
Mountain High Aviation,United States,USA,N
Mountain Valley Air Service,United States,USA,N
Mowhawk Airlines,United States,USA,N
Multi-Aero,United States,USA,N
Murray Air,United States,USA,N
Nantucket Airlines,United States,USA,N
Napier Air Service Inc,United States,USA,N
Nashville Jet Charters,United States,USA,N
Natioanl Air Traffic Controllers Association,United States,USA,N
National Airlines,United States,USA,N
National Airlines,United States,USA,N
National Airlines,United States,USA,N
National Express,United States,USA,N
National Jet Service,United States,USA,N
National Oceanic and Atmospheric Administration,United States,USA,N
Nations Air Express Inc,United States,USA,N
Navinc Airlines Services,United States,USA,N
Navitaire,United States,USA,N
State of Nebraska,United States,USA,N
NetJets,United States,USA,Y
New England Air Express,United States,USA,N
New England Airlines,United States,USA,Y
New World Jet Corporation,United States,USA,N
New York Helicopter,United States,USA,N
New York State Police,United States,USA,N
Newair,United States,USA,N
Nextflight Aviation,United States,USA,N
North American Jet Charter Group,United States,USA,N
North Atlantic Air Inc,United States,USA,N
North Star Air Cargo,United States,USA,N
Northaire Feight Lines,United States,USA,N
Northcoast Executive Airlines,United States,USA,N
Northeast Airlines,United States,USA,N
Northeast Aviation,United States,USA,N
Northern Air Cargo,United States,USA,N
Northern Airways,United States,USA,N
Northern Illinois Commuter,United States,USA,N
Northern Jet Management,United States,USA,N
Northland Aviation,United States,USA,N
Northstar Aviation,United States,USA,N
Northwest Aero Associates,United States,USA,N
Northwest Airlines,United States,USA,Y
Notams International,United States,USA,N
OSACOM,United States,USA,N
Ocean Wings Commuter Service,United States,USA,N
Oklahoma Department of Public Safety,United States,USA,N
Omni Air International,United States,USA,Y
Ozark Air Lines,United States,USA,N
PAC Air,United States,USA,N
PDQ Air Charter,United States,USA,N
PHH Aviation System,United States,USA,N
PSA Airlines,United States,USA,N
Paccair,United States,USA,N
Pace Airlines,United States,USA,N
Pacific Air Charter,United States,USA,N
Pacific Air Express,United States,USA,N
Pacific Air Transport,United States,USA,N
Pacific Alaska Airlines,United States,USA,N
Pacific Aviation (United States),United States,USA,N
Pacific Coast Airlines,United States,USA,N
Pacific International Airlines,United States,USA,N
Pacific Island Aviation,United States,USA,Y
Pacific Jet,United States,USA,N
Pacific Southwest Airlines,United States,USA,N
Pacific Wings,United States,USA,Y
Pacificair Airlines,United States,USA,N
Package Express,United States,USA,N
Pak West Airlines,United States,USA,N
Pan Air,United States,USA,N
Pan Am Weather Systems,United States,USA,N
Pan American Airways,United States,USA,N
Pan American World Airways,United States,USA,N
Panagra Airways,United States,USA,N
Panorama Air Tour,United States,USA,N
